x,y,z,faction
-4.875049591064453,-0.5115652680397034,0.6827049851417542,Atlantic Ocean
-2.0011537075042725,-1.8649441003799438,-4.138128757476807,South America
-2.7993576526641846,4.089141845703125,-0.43865829706192017,Atlantic Ocean
0.5315425395965576,-2.127445697784424,-4.4445390701293945,Pacific Ocean
0.9930340051651001,3.1359214782714844,3.7486743927001953,Asia
0.06803934276103973,3.6832470893859863,3.355607509613037,Asia
0.8362622857093811,-3.5753839015960693,3.369961977005005,Indian Ocean
-0.010426424443721771,0.5160613656044006,-4.96293830871582,Pacific Ocean
4.819156646728516,-0.1947462111711502,1.285098910331726,Pacific Ocean
-4.747702598571777,-1.4549577236175537,-0.19055235385894775,Atlantic Ocean
-2.867966651916504,3.7930004596710205,1.4884710311889648,Europa
-4.509588241577148,1.8453868627548218,0.9680472612380981,Africa
-0.7903232574462891,1.100738286972046,4.767988204956055,Asia
2.693838596343994,-0.8381003141403198,-4.0814738273620605,Pacific Ocean
4.3045501708984375,-1.15086829662323,2.1938343048095703,Pacific Ocean
4.620118618011475,-1.7134873867034912,-0.5636570453643799,Pacific Ocean
-3.4129862785339355,1.7859930992126465,3.1461215019226074,Asia
-2.7473320960998535,-1.021162986755371,-4.008290767669678,South America
-3.2495696544647217,-0.31357643008232117,3.7403955459594727,Indian Ocean
-1.4671272039413452,-3.860283136367798,2.79949688911438,Indian Ocean
1.4619594812393188,2.33931303024292,-4.133084297180176,North America
4.0945329666137695,0.6963916420936584,2.7085418701171875,Pacific Ocean
-0.6758449673652649,-2.823124647140503,-4.032528400421143,Pacific Ocean
1.8723981380462646,4.622614860534668,0.1271640658378601,Artic Ocean
0.01340451743453741,-0.20081853866577148,4.986578941345215,Indian Ocean
0.6041876077651978,0.7869336009025574,-4.847537994384766,Pacific Ocean
4.977510929107666,0.4195861518383026,-0.0004615032812580466,Pacific Ocean
4.931787490844727,-0.1855049431324005,-0.42959064245224,Pacific Ocean
0.14563211798667908,-1.8816139698028564,4.6021246910095215,Indian Ocean
1.3604576587677002,-3.794334888458252,-2.9194583892822266,Pacific Ocean
-2.7980055809020996,-0.21206355094909668,-4.086893081665039,South America
-3.4884068965911865,1.124119758605957,-3.3778762817382812,Atlantic Ocean
-2.199071168899536,-4.175480842590332,1.5880725383758545,Indian Ocean
-4.061439037322998,0.5703019499778748,2.779895544052124,Africa
-3.79868221282959,-0.6535395383834839,-3.103694438934326,South America
-4.621778964996338,1.7106990814208984,0.5602482557296753,Africa
1.5965332984924316,0.9896664023399353,-4.596199989318848,Pacific Ocean
-1.6645150184631348,4.046407699584961,-2.3689262866973877,North America
-3.8668107986450195,-3.091981887817383,-0.36722439527511597,Atlantic Ocean
0.8598453402519226,-4.8225250244140625,0.9782860279083252,Antartic
1.4476561546325684,-1.1054130792617798,-4.62729549407959,Pacific Ocean
-0.7987203598022461,3.9230194091796875,-2.987297296524048,North America
4.376986980438232,-0.2555978298187256,2.3566713333129883,Pacific Ocean
0.8762801289558411,3.017669677734375,3.860250473022461,Asia
-1.043105125427246,0.02431541495025158,-4.851016521453857,South America
0.17698095738887787,4.224538326263428,2.6419949531555176,Asia
-1.9625169038772583,-2.6444718837738037,-3.726604461669922,South America
4.383727550506592,0.21077226102352142,-2.340397834777832,Pacific Ocean
4.877055644989014,-0.27347326278686523,-0.8453206419944763,Pacific Ocean
2.1100025177001953,3.8152730464935303,-2.408935070037842,North America
-4.64239501953125,-1.1158455610275269,1.4036275148391724,Africa
-4.54398250579834,-2.0492959022521973,-0.03404146432876587,Atlantic Ocean
-1.0808805227279663,1.8945982456207275,-4.473358154296875,Central America
1.1628888845443726,-4.844756603240967,-0.3107178807258606,Antartic
0.2942744791507721,-4.8033061027526855,1.341982126235962,Antartic
-4.098918437957764,2.7122442722320557,0.6837276816368103,Africa
4.111493110656738,-2.718492031097412,-0.5593546032905579,Pacific Ocean
0.7041763067245483,0.48749813437461853,-4.875530242919922,Pacific Ocean
2.7069263458251953,1.8214222192764282,-3.7307605743408203,Pacific Ocean
2.4084858894348145,2.235229730606079,-3.735140323638916,Pacific Ocean
0.003754476783797145,-4.991420745849609,0.12492597848176956,Antartic
-4.494421005249023,-2.0783193111419678,0.3147360682487488,Atlantic Ocean
2.362149238586426,-3.878030776977539,-2.0615358352661133,Pacific Ocean
2.333859920501709,3.6802659034729004,-2.4178152084350586,Pacific Ocean
-1.0076247453689575,-2.070655584335327,-4.406529426574707,Pacific Ocean
0.5699955224990845,-3.068650722503662,-3.8590970039367676,Pacific Ocean
-0.09557060152292252,-3.9756195545196533,-3.0053510665893555,Pacific Ocean
-1.4283440113067627,1.7026830911636353,-4.451028823852539,Central America
4.738581657409668,1.523315191268921,-0.11434724926948547,Pacific Ocean
4.406659126281738,2.0411434173583984,-1.104011058807373,Pacific Ocean
-0.10105124115943909,3.0313401222229004,-3.9511892795562744,North America
0.3374100923538208,4.128383636474609,-2.757094383239746,North America
1.2404820919036865,4.833666801452637,-0.1267261952161789,Artic Ocean
4.195024490356445,-1.5397672653198242,2.1759495735168457,Pacific Ocean
-1.3156626224517822,1.5837225914001465,4.538151264190674,Indian Ocean
1.7965500354766846,2.072110652923584,4.126312732696533,Asia
-3.679807662963867,3.2468926906585693,0.8303696513175964,Europa
4.194522857666016,-0.05929023027420044,-2.6577391624450684,Pacific Ocean
0.35150599479675293,-4.881191730499268,0.9580774307250977,Antartic
-2.019770383834839,4.082108974456787,-2.033123254776001,Atlantic Ocean
2.029331684112549,-2.440812349319458,-3.831834316253662,Pacific Ocean
2.6595284938812256,-4.218545913696289,-0.10828524827957153,Pacific Ocean
-4.544264793395996,0.3411238193511963,-1.9528268575668335,Atlantic Ocean
2.5344958305358887,-3.648104190826416,2.2378830909729004,Indian Ocean
1.4422252178192139,3.532564640045166,-3.1863746643066406,North America
4.759406089782715,1.126486897468567,0.800713062286377,Pacific Ocean
-4.094257354736328,-1.6939789056777954,2.2994604110717773,Africa
0.59196537733078,4.931850433349609,-0.5064820647239685,Artic Ocean
-3.3435609340667725,3.6356563568115234,0.5466028451919556,Europa
1.9541335105895996,-4.472830772399902,1.0092566013336182,Indian Ocean
3.726438522338867,-0.05301479995250702,3.26775860786438,Oceania
4.909911155700684,-0.4962162971496582,0.4339281916618347,Pacific Ocean
0.594764232635498,4.180866718292236,-2.6488614082336426,North America
-3.272961139678955,2.693192958831787,2.5756678581237793,Asia
-3.475890874862671,-3.2483432292938232,1.42215895652771,Atlantic Ocean
3.4657094478607178,-1.3328850269317627,-3.312192916870117,Pacific Ocean
-1.721402645111084,-0.6131758093833923,-4.600009918212891,South America
0.37048858404159546,-0.30987033247947693,-4.939568519592285,Pacific Ocean
-2.6082956790924072,1.4216190576553345,3.974759101867676,Asia
-1.87587571144104,-3.0976946353912354,-3.419480323791504,South America
-2.9070582389831543,-4.041985511779785,0.12802788615226746,Atlantic Ocean
-3.8911590576171875,-3.036120891571045,0.5274798274040222,Atlantic Ocean
1.4337167739868164,3.271824359893799,-3.4506030082702637,North America
4.289155006408691,-1.2633600234985352,-2.149343967437744,Pacific Ocean
4.512861251831055,1.1887609958648682,1.663421630859375,Pacific Ocean
3.3729991912841797,3.3849446773529053,1.382638931274414,Pacific Ocean
4.490044116973877,2.081395387649536,-0.3378326892852783,Pacific Ocean
-3.0810937881469727,3.8722729682922363,0.6158158183097839,Europa
1.7093968391418457,3.6407909393310547,2.949802875518799,Asia
3.696089744567871,1.6053105592727661,2.8876428604125977,Pacific Ocean
-2.651212215423584,-1.6623034477233887,-3.857553005218506,South America
-4.3806304931640625,-1.2216274738311768,-1.9587968587875366,Atlantic Ocean
-3.4052555561065674,1.7502809762954712,3.1814591884613037,Asia
4.537028789520264,-1.7964423894882202,0.9210915565490723,Pacific Ocean
2.97650146484375,3.963560104370117,-0.4444716274738312,Pacific Ocean
1.7366535663604736,-4.01618766784668,-2.3670737743377686,Pacific Ocean
1.7403618097305298,3.0567333698272705,3.511373519897461,Asia
1.164016604423523,-0.9831411242485046,-4.7468671798706055,Pacific Ocean
-2.8409199714660645,2.111504077911377,3.470482110977173,Asia
-2.566021680831909,4.240912437438965,0.5778610706329346,Europa
3.979559898376465,-2.9823195934295654,0.18847644329071045,Pacific Ocean
-0.3801001310348511,-4.6392130851745605,-1.7923963069915771,Antartic
0.9019519686698914,3.631357431411743,3.2966458797454834,Asia
4.910694122314453,-0.46858882904052734,-0.45682621002197266,Pacific Ocean
-4.8155717849731445,0.5706560611724854,1.072794795036316,Africa
-0.8952491283416748,-0.8777772188186646,4.7967329025268555,Indian Ocean
0.7506812214851379,4.000754356384277,-2.883495807647705,North America
-0.3145979344844818,-1.612762451171875,-4.6871562004089355,Pacific Ocean
2.3638763427734375,4.087888717651367,1.5753897428512573,Pacific Ocean
-0.31679463386535645,3.4918079376220703,-3.527839422225952,North America
-3.3005335330963135,-3.348766326904297,-1.6338424682617188,Atlantic Ocean
3.5985915660858154,-3.0270895957946777,1.5922805070877075,Pacific Ocean
-0.2594333291053772,-2.323775291442871,-4.391010284423828,Pacific Ocean
-3.0068321228027344,-3.8011326789855957,1.1306607723236084,Indian Ocean
-4.916337966918945,-0.6097580790519714,-0.2665720283985138,Atlantic Ocean
-3.732480525970459,-2.8505585193634033,-1.6236457824707031,Atlantic Ocean
0.2716720998287201,4.973060131072998,0.283728688955307,Artic Ocean
-0.42773306369781494,-4.9706878662109375,-0.006040885578840971,Antartic
3.6112616062164307,0.978912889957428,3.2751102447509766,Pacific Ocean
2.3237011432647705,-4.392586708068848,0.31662070751190186,Pacific Ocean
-4.287252902984619,-0.2993537187576294,2.536891222000122,Africa
4.605328559875488,-1.7156801223754883,0.6687628626823425,Pacific Ocean
3.7855591773986816,2.915250539779663,-1.3766288757324219,Pacific Ocean
-4.509174823760986,-1.3751695156097412,1.5370069742202759,Africa
2.355710506439209,-4.364344120025635,0.4874909520149231,Pacific Ocean
1.8228914737701416,4.0707106590271,2.204373359680176,Asia
-1.8764524459838867,4.065767288208008,-2.1720266342163086,Atlantic Ocean
4.876833915710449,0.29688122868537903,-0.8469995856285095,Pacific Ocean
-4.224818229675293,0.6820688843727112,2.5419559478759766,Africa
-2.1472084522247314,-1.9784514904022217,-4.024722099304199,South America
2.308073043823242,-1.198592185974121,4.242882251739502,Indian Ocean
-1.7661027908325195,1.3414887189865112,-4.424407482147217,Central America
-3.3900437355041504,-3.6592628955841064,-0.0015355609357357025,Atlantic Ocean
-4.634327411651611,-1.3594090938568115,1.2463018894195557,Africa
-0.023445846512913704,-4.971124649047852,0.4190528094768524,Antartic
-4.464327812194824,2.039073944091797,-0.6728016138076782,Africa
-0.95345538854599,-3.9910097122192383,2.8203086853027344,Indian Ocean
2.9227771759033203,3.382396697998047,-2.1824941635131836,Pacific Ocean
-0.5460960865020752,-4.669322490692139,1.6600630283355713,Antartic
4.743835926055908,1.0507112741470337,1.0802481174468994,Pacific Ocean
-4.009453296661377,1.7046377658843994,2.4263408184051514,Africa
-0.2401057481765747,-4.843350887298584,-1.1789523363113403,Antartic
-3.275615692138672,3.609262704849243,-1.0140148401260376,Atlantic Ocean
-2.402740240097046,-3.711111545562744,2.2997167110443115,Indian Ocean
-4.475992202758789,1.445785403251648,1.565856695175171,Africa
3.4159553050994873,0.9861254096031189,3.5019497871398926,Pacific Ocean
1.653975486755371,2.4513614177703857,-3.9804279804229736,North America
3.8443825244903564,-1.6635955572128296,-2.6677865982055664,Pacific Ocean
2.7495603561401367,-4.07755184173584,-0.8066239356994629,Pacific Ocean
2.925908327102661,0.8362575769424438,3.903717517852783,Pacific Ocean
-3.370255708694458,-3.6092381477355957,0.558695375919342,Atlantic Ocean
-3.2633824348449707,2.3983888626098633,2.880122423171997,Asia
3.750438690185547,0.6892679333686829,-3.158568859100342,Pacific Ocean
0.7927201986312866,3.839596748352051,-3.0927913188934326,North America
-2.537853240966797,-4.003511428833008,1.5433363914489746,Indian Ocean
-4.902425289154053,-0.8004176616668701,0.1731981635093689,Atlantic Ocean
-0.9809347987174988,4.562542915344238,1.780065894126892,Europa
0.2373657524585724,-4.931735992431641,0.7443369626998901,Antartic
1.2254472970962524,-2.423954963684082,-4.175815105438232,Pacific Ocean
4.258820056915283,-1.961737871170044,-1.6008548736572266,Pacific Ocean
-0.28572866320610046,-1.635750651359558,-4.684515953063965,Pacific Ocean
0.02528606727719307,-4.739266872406006,1.5575838088989258,Antartic
2.1582722663879395,-2.919725179672241,3.411759614944458,Indian Ocean
3.8051719665527344,2.638099193572998,1.782878041267395,Pacific Ocean
-2.181698799133301,-2.3647453784942627,-3.8183624744415283,South America
-0.581784725189209,-4.833883285522461,-1.1070032119750977,Antartic
4.5013017654418945,-0.45247119665145874,-2.016930341720581,Pacific Ocean
4.3998517990112305,0.2438630759716034,-2.301469326019287,Pacific Ocean
-4.550058841705322,1.3559249639511108,1.4522738456726074,Africa
-3.4575881958007812,-2.4235999584198,-2.6020591259002686,Atlantic Ocean
3.276611566543579,-1.6458208560943604,3.3834388256073,Oceania
-4.678214073181152,1.6281901597976685,-0.3496866524219513,Africa
1.7752697467803955,2.7263057231903076,3.750761032104492,Asia
-4.464599132537842,-0.843511700630188,1.966291904449463,Africa
-3.0112688541412354,2.7542483806610107,2.856243371963501,Asia
0.6999862790107727,-4.026436805725098,2.8537867069244385,Indian Ocean
-4.3467888832092285,-0.9971874356269836,2.195988178253174,Africa
3.479271411895752,-3.4602746963500977,-0.9356433153152466,Pacific Ocean
0.9261050820350647,-4.837307929992676,-0.8119871020317078,Antartic
-4.743893146514893,-0.021915659308433533,1.4708813428878784,Africa
-0.4109668731689453,4.89594030380249,0.8572827577590942,Artic Ocean
2.935666084289551,-1.1155714988708496,-3.8307204246520996,Pacific Ocean
-1.7460237741470337,-1.748572587966919,-4.298051357269287,South America
-2.0715694427490234,3.4722869396209717,-2.897372007369995,Atlantic Ocean
1.739553451538086,1.1886448860168457,4.481361389160156,Pacific Ocean
-2.890681028366089,2.1511340141296387,3.410787343978882,Asia
4.148540496826172,2.6668155193328857,0.5166459083557129,Pacific Ocean
-0.9563843011856079,4.817166328430176,-0.9303881525993347,North America
-3.342721939086914,-3.0335276126861572,-2.097458600997925,Atlantic Ocean
-4.884860992431641,0.3726573586463928,-0.7532052397727966,Atlantic Ocean
1.9517803192138672,-1.9604781866073608,4.114048957824707,Oceania
4.1231255531311035,-2.0136337280273438,1.8700504302978516,Pacific Ocean
2.7741148471832275,2.686343193054199,-3.1258928775787354,Pacific Ocean
-4.556752681732178,0.26692402362823486,-1.922677755355835,Atlantic Ocean
-1.2691174745559692,0.19234751164913177,-4.821261405944824,South America
4.387808799743652,1.7611944675445557,-1.5151264667510986,Pacific Ocean
3.5195438861846924,-3.4457507133483887,-0.7543923854827881,Pacific Ocean
-2.844526767730713,3.953819751739502,1.0314881801605225,Europa
-4.334574222564697,2.24711537361145,0.971987247467041,Africa
-4.065133571624756,1.4909474849700928,2.4588804244995117,Africa
-4.320791244506836,2.2872860431671143,-0.9441420435905457,Atlantic Ocean
0.8576251864433289,3.5446829795837402,-3.400022268295288,North America
-2.508234739303589,-3.065488338470459,-2.995027780532837,Atlantic Ocean
-0.19831736385822296,-4.913437843322754,0.8471750020980835,Antartic
-0.18332386016845703,-4.986157417297363,0.08171150833368301,Antartic
0.4672037959098816,-4.737059593200684,1.48820960521698,Antartic
0.022859498858451843,-4.98989725112915,0.1446886509656906,Antartic
4.386363983154297,-2.3835954666137695,0.01841236650943756,Pacific Ocean
4.1148810386657715,-2.633212089538574,0.9275298714637756,Pacific Ocean
2.421884536743164,2.016526222229004,-3.8435750007629395,Pacific Ocean
2.1219446659088135,-2.545732259750366,3.725004196166992,Oceania
1.2400636672973633,3.7397854328155518,3.0320067405700684,Asia
-0.3430318832397461,-4.680913925170898,1.6799418926239014,Antartic
3.902602195739746,0.4580831229686737,-3.012016534805298,Pacific Ocean
-0.5264196395874023,-0.06725741177797318,-4.919039726257324,Pacific Ocean
2.7832205295562744,-0.16190053522586823,-4.098237991333008,Pacific Ocean
4.744156837463379,-0.5723233222961426,-1.3879480361938477,Pacific Ocean
0.3463619351387024,-0.33190035820007324,-4.942744255065918,Pacific Ocean
1.0990393161773682,-4.736471652984619,1.1171636581420898,Antartic
3.772862195968628,1.2194571495056152,-2.963663339614868,Pacific Ocean
-0.21951597929000854,-4.8710856437683105,1.0481948852539062,Antartic
3.83520245552063,-2.995327949523926,1.0879968404769897,Pacific Ocean
-1.8794612884521484,1.4476401805877686,4.3455352783203125,Indian Ocean
-0.6859860420227051,-3.550584316253662,-3.4163002967834473,Pacific Ocean
4.490429401397705,0.9707150459289551,-1.858635425567627,Pacific Ocean
0.17316381633281708,2.4339423179626465,-4.335374355316162,North America
1.8560991287231445,2.8612060546875,-3.629246473312378,North America
-3.7514634132385254,-2.741764545440674,1.749220371246338,Africa
-1.170459270477295,-4.308037757873535,2.2286558151245117,Indian Ocean
-3.7911665439605713,-2.4355623722076416,2.1357836723327637,Africa
2.3055319786071777,1.2886683940887451,-4.216850280761719,Pacific Ocean
2.9642977714538574,-2.006301164627075,-3.4329171180725098,Pacific Ocean
-0.8543895483016968,2.10819149017334,4.410398483276367,Asia
-0.11454460024833679,-2.240549087524414,-4.450310707092285,Pacific Ocean
-3.1258034706115723,3.522252321243286,1.6170638799667358,Europa
-4.529651641845703,-1.0648936033248901,1.712799072265625,Africa
-4.160818576812744,1.8317136764526367,1.9837721586227417,Africa
-4.97503662109375,-0.06166531890630722,-0.10108204931020737,Atlantic Ocean
1.4701889753341675,3.5119752883911133,-3.1984500885009766,North America
0.8232356905937195,1.9763213396072388,4.471779823303223,Asia
3.2728488445281982,-3.6995749473571777,-0.5638558864593506,Pacific Ocean
-4.900911808013916,-0.5105499029159546,-0.487321674823761,Atlantic Ocean
0.276037335395813,-2.776553153991699,-4.113484859466553,Pacific Ocean
2.378849506378174,-4.133193492889404,-1.4513468742370605,Pacific Ocean
2.784860134124756,-2.528933525085449,-3.237271785736084,Pacific Ocean
3.689807415008545,-3.166490077972412,1.0782452821731567,Pacific Ocean
1.3872536420822144,1.0193819999694824,4.6781816482543945,Asia
4.195888519287109,1.0425652265548706,-2.493083953857422,Pacific Ocean
4.846022129058838,0.4087981581687927,1.0104749202728271,Pacific Ocean
4.361869812011719,-1.5715442895889282,1.7500848770141602,Pacific Ocean
2.997389793395996,0.40056726336479187,-3.9237048625946045,Pacific Ocean
-4.970672607421875,-0.41116905212402344,-0.06119144335389137,Atlantic Ocean
4.08303165435791,-0.9423724412918091,2.668468952178955,Pacific Ocean
-4.0125298500061035,-2.6643431186676025,1.2409255504608154,Africa
4.285003662109375,-0.8799651861190796,2.3868935108184814,Pacific Ocean
-4.059472560882568,-0.7784214019775391,2.735870838165283,Africa
2.461184024810791,-0.534838080406189,-4.3051371574401855,Pacific Ocean
0.23786169290542603,2.5699472427368164,-4.244150638580322,North America
-0.8095101118087769,4.924938678741455,-0.06403942406177521,Artic Ocean
4.360334396362305,1.745477318763733,-1.5991425514221191,Pacific Ocean
3.808241844177246,1.8663830757141113,2.574145555496216,Pacific Ocean
3.6050848960876465,3.072187900543213,-1.4815475940704346,Pacific Ocean
-2.743778705596924,3.8751161098480225,-1.5604945421218872,Atlantic Ocean
3.4459314346313477,0.63067227602005,-3.5400023460388184,Pacific Ocean
1.2696728706359863,4.8211669921875,-0.3476047217845917,Artic Ocean
-2.2369790077209473,-1.4306474924087524,-4.202556133270264,South America
-4.020011901855469,2.6431829929351807,-1.2562003135681152,Atlantic Ocean
-0.6255190372467041,-1.6928883790969849,-4.620921611785889,Pacific Ocean
-2.0948235988616943,-4.147256374359131,1.7890514135360718,Indian Ocean
0.01578054390847683,-4.876451015472412,1.0491979122161865,Antartic
0.2719511389732361,4.976912498474121,0.19529446959495544,Artic Ocean
-3.4998321533203125,3.0521819591522217,-1.7778186798095703,Atlantic Ocean
0.13396863639354706,-4.935337066650391,-0.7502636909484863,Antartic
1.2531893253326416,-4.755246639251709,-0.8357294797897339,Antartic
4.521148681640625,-0.5618026256561279,-1.930083990097046,Pacific Ocean
1.9599889516830444,-1.560293436050415,-4.2783074378967285,Pacific Ocean
0.2594495415687561,-4.865779876708984,1.0684713125228882,Antartic
-1.597080945968628,3.5725579261779785,3.0762767791748047,Asia
-1.6774276494979858,3.9453580379486084,-2.537916660308838,Atlantic Ocean
-4.976992130279541,-0.4061371088027954,0.018436899408698082,Atlantic Ocean
3.645923614501953,1.4515368938446045,3.023190498352051,Pacific Ocean
1.2715485095977783,1.629003643989563,-4.54280948638916,Pacific Ocean
-0.6907222270965576,-4.9127655029296875,-0.527357816696167,Antartic
0.9452480673789978,2.268974781036377,4.328598976135254,Asia
-0.760414719581604,4.932477951049805,0.16135896742343903,North America
-1.7501899003982544,3.694039821624756,2.847249984741211,Asia
3.020988941192627,3.377631902694702,-2.0608160495758057,Pacific Ocean
2.9570870399475098,1.8793365955352783,3.507368803024292,Pacific Ocean
4.618971824645996,1.8037896156311035,-0.27443599700927734,Pacific Ocean
4.787405014038086,0.9835610389709473,0.8556620478630066,Pacific Ocean
-2.951967716217041,4.009923934936523,0.131912961602211,Europa
4.825639724731445,0.36023691296577454,1.2159919738769531,Pacific Ocean
1.93644118309021,-3.242111921310425,3.2542076110839844,Indian Ocean
-2.9055402278900146,3.6646852493286133,1.7254133224487305,Europa
3.929288864135742,-2.9066333770751953,-1.0380356311798096,Pacific Ocean
4.031087875366211,-2.9361865520477295,-0.08217080682516098,Pacific Ocean
-3.9278156757354736,-2.6513051986694336,1.4659847021102905,Africa
-3.325599193572998,0.7665458917617798,3.6089978218078613,Africa
2.5032331943511963,0.9905550479888916,-4.201544284820557,Pacific Ocean
-4.692209720611572,-1.0755579471588135,-1.312610387802124,Atlantic Ocean
-3.7552738189697266,2.8454055786132812,-1.5767362117767334,Atlantic Ocean
3.5923218727111816,-2.747661828994751,-2.1055233478546143,Pacific Ocean
4.392087936401367,1.5428279638290405,1.6979765892028809,Pacific Ocean
-0.4708813726902008,-2.790740728378296,-4.079205513000488,Pacific Ocean
-0.16137242317199707,-0.7011792063713074,-4.9176225662231445,Pacific Ocean
-0.4489072263240814,-1.6423840522766113,-4.661174774169922,Pacific Ocean
-4.524388313293457,0.3568824529647827,1.9952335357666016,Africa
-3.1818795204162598,-3.7129745483398438,0.9526128172874451,Atlantic Ocean
-0.3881794512271881,1.5768786668777466,4.68752384185791,Asia
-3.7532589435577393,3.0836524963378906,-1.0996607542037964,Atlantic Ocean
3.743931770324707,2.8369274139404297,1.6174752712249756,Pacific Ocean
-4.447399616241455,2.1997668743133545,0.2712029218673706,Africa
-3.384033441543579,1.3676211833953857,-3.3984215259552,Atlantic Ocean
2.0090935230255127,-4.4573163986206055,-0.9541428089141846,Pacific Ocean
